"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","JONES","105","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","157,821","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","LINN","113","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","194,518","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","MUSCATINE","139","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","81,152","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","SCOTT","163","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","122,206","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","BUTLER","023","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","202,636","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","CERRO GORDO","033","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","194,675","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","FLOYD","067","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","204,588","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","FRANKLIN","069","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","240,948","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","HANCOCK","081","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","261,607","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","HUMBOLDT","091","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","165,019","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","KOSSUTH","109","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","433,407","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","MITCHELL","131","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","178,527","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","WINNEBAGO","189","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","182,208","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","WORTH","195","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","168,814","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","WRIGHT","197","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","260,950","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","ALLAMAKEE","005","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","18,508","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","BLACK HAWK","013","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","200,020","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","BREMER","017","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","197,464","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","BUCHANAN","019","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","250,195","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","CHICKASAW","037","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","207,386","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","CLAYTON","043","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","95,712","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","DELAWARE","055","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","208,031","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","DUBUQUE","061","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","89,380","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","FAYETTE","065","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","223,050","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","HOWARD","089","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","186,607","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","WINNESHIEK","191","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","103,336","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","BUENA VISTA","021","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","259,662","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","CHEROKEE","035","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","147,132","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","CLAY","041","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","207,969","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","DICKINSON","059","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","117,663","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","EMMET","063","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","177,304","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","LYON","119","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","146,836","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","O BRIEN","141","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","190,254","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","OSCEOLA","143","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","124,712","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","PALO ALTO","147","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","238,326","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","PLYMOUTH","149","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","86,383","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","POCAHONTAS","151","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","257,159","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","SIOUX","167","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","172,834","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","APPANOOSE","007","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","9,322","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","CLARKE","039","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","7,461","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","DECATUR","053","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","13,365","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","LUCAS","117","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","6,852","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","MADISON","121","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","87,362","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","MARION","125","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","96,606","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","MONROE","135","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","14,392","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","RINGGOLD","159","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","42,384","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","UNION","175","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","86,556","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","WARREN","181","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","60,862","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","WAYNE","185","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","13,612","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","DAVIS","051","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","12,454","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","DES MOINES","057","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","70,073","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","HENRY","087","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","89,370","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","JEFFERSON","101","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","63,600","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","KEOKUK","107","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","158,105","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","LEE","111","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","27,821","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","LOUISA","115","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","68,669","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","MAHASKA","123","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","154,887","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","VAN BUREN","177","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","16,494","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","WAPELLO","179","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","62,637","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","WASHINGTON","183","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","157,154","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTHWEST","70","ADAIR","001","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","164,414","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTHWEST","70","ADAMS","003","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","100,575","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTHWEST","70","CASS","029","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","92,908","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTHWEST","70","FREMONT","071","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","31,728","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTHWEST","70","MILLS","129","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","15,776","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTHWEST","70","MONTGOMERY","137","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","94,604","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTHWEST","70","PAGE","145","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","147,224","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTHWEST","70","POTTAWATTAMIE","155","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","70,528","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","SOUTHWEST","70","TAYLOR","173","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","108,557","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","AUDUBON","009","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","116,540","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","CALHOUN","025","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","255,549","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","CARROLL","027","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","190,008","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","CRAWFORD","047","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","75,225","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","GREENE","073","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","254,627","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","GUTHRIE","077","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","126,476","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","HARRISON","085","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","12,491","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","IDA","093","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","78,507","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","MONONA","133","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","4,504","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","SAC","161","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","209,990","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","SHELBY","165","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","73,091","17.1"
"CENSUS","2017","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","WOODBURY","193","","","00000000","","PRACTICES","PRACTICES, LAND USE, DRAINED BY TILE - ACRES","TOTAL","NOT SPECIFIED","31,290","17.1"
